31120887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CaseID,ResponseId,StartDate,EndDate,DOV_SPLIT_A,DOV_SPLIT_B,BNE1_1,BNE1_2,BNE1_3,BNE1_4,BNE1_5,BNE2_1,BNE2_2,BNE2_3,BNE2_4,BNE3_1,BNE3_2,BNE3_3,BNE4,complete_status,QFLAG,xparty4,xurbanicity,ppage,ppeducat,ppeduc5,ppethm,ppgender,pphhsize,pphouse4,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppemploy,ppstaten,ppt18ov,ppkid017,PPREG9,SSTNO,weight_PID
327,R_1q2GZJcGpbieEyl,2/25/2024 12:24:45,2/25/2024 12:30:25, ,SPLIT B,Very familiar, ,"Heard of it, but that’s it",Never heard of this,Never heard of this,Somewhat oppose,Somewhat support,Somewhat oppose,Strongly oppose,Yes,No,Yes, ,qualified,1,Independent,Urban,74,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Not working,MI,2,0,East-North Central,70,1.0109668
328,R_1QMMuzEf8KOkwG9,2/23/2024 18:28:14,2/23/2024 18:33:08, ,SPLIT B,Never heard of this, ,"Heard of it, but that’s it","Heard of it, but that’s it","Heard of it, but that’s it",Strongly oppose,Strongly oppose,Strongly oppose,Somewhat support,"Yes, I have",No,No, ,qualified,1,Republican,Urban,31,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,3,One-family house detached from any other house,"$150,000 or more",Now married,Non-metro area,Midwest,Owned or being bought by you or someone in,Working full-time,OH,2,1,East-North Central,70,1.1665525
329,R_7BVgoLQ2ZJOE2YM,2/23/2024 17:14:28,2/23/2024 17:19:22, ,SPLIT B,Never heard of this, ,Somewhat familiar,"Heard of it, but that’s it",Never heard of this,Somewhat oppose,Somewhat support,Strongly oppose,Strongly oppose,"Yes, I have","Yes, I have",No,No,qualified,1,Republican,Rural,69,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,South,Owned or being bought by you or someone in,Not working,FL,2,0,South Atlantic,70,1.0252317
330,R_3Ed1dEnPSt5TUy2,2/23/2024 23:50:21,2/23/2024 23:59:11, ,SPLIT B,"Heard of it, but that’s it", ,Never heard of this,Never heard of this,Never heard of this,Somewhat oppose,Somewhat support,Strongly oppose,Somewhat oppose,No,Yes,No,No,qualified,1,Something else,Suburban,40,Less than HS,No high school diploma or GED,"White, Non-Hispanic",Male,3,"Other (mobile home, boat, RV, van, etc.)","$25,000 to $49,999",Never married,Metro area,Northeast,Rented for cash,Not working,NJ,3,0,Mid-Atlantic,70,0.9605536
331,R_3aKtUQPq1qcca4H,2/24/2024 8:05:38,2/24/2024 8:11:40, ,SPLIT B,"Heard of it, but that’s it", ,Somewhat familiar,"Heard of it, but that’s it",Never heard of this,Strongly oppose,Somewhat support,Somewhat oppose,Strongly oppose,Yes,Yes,Yes,No,qualified,1,Republican,Urban,70,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,Northeast,Owned or being bought by you or someone in,Not working,NY,2,0,Mid-Atlantic,70,0.7807624
332,R_6tg0ONQH6qZy03u,2/24/2024 5:57:09,2/24/2024 6:04:17, ,SPLIT B,Never heard of this, ,"Heard of it, but that’s it","Heard of it, but that’s it",Never heard of this,Strongly support,Somewhat support,Somewhat oppose,Somewhat support,Yes,Yes,Yes,No,qualified,1,Independent,Suburban,58,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,3,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,South,Owned or being bought by you or someone in,Working full-time,FL,3,0,South Atlantic,70,1.061165
333,R_5qEHqlcLGMu51wL,2/23/2024 20:05:55,2/23/2024 20:17:42,SPLIT A, ,Somewhat familiar,Somewhat familiar, ,Somewhat familiar,Somewhat familiar,Strongly oppose,Strongly oppose,Somewhat oppose,Strongly oppose,"Yes, I have",No,No, ,qualified,1,Democrat,Rural,82,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,2,One-family house detached from any other house,"Under $10,000",Widowed,Metro area,South,Owned or being bought by you or someone in,Not working,SC,1,1,South Atlantic,70,0.8658234
334,R_11nTI8nij9k5Tot,2/23/2024 19:46:11,2/23/2024 19:52:37,SPLIT A, ,Somewhat familiar,Never heard of this, ,Somewhat familiar,Very familiar,Somewhat support,Strongly support,Somewhat support,Somewhat oppose,No,Yes,No,No,qualified,1,Republican,Suburban,78,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Male,3,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,South,Owned or being bought by you or someone in,Not working,FL,3,0,South Atlantic,70,0.7116311
335,R_3ZEzGkAzmsXXgLk,2/23/2024 14:55:01,2/23/2024 15:01:22,SPLIT A, ,Very familiar,Somewhat familiar, ,Never heard of this,Never heard of this,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,No,No,No, ,qualified,1,Democrat,Urban,74,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,1,One-family house detached from any other house,"$25,000 to $49,999",Divorced,Non-metro area,Midwest,Owned or being bought by you or someone in,Not working,IL,1,0,East-North Central,70,0.6789178
336,R_3zT1ZfhUICdrRuh,2/24/2024 14:27:56,2/24/2024 14:37:39,SPLIT A, ,Somewhat familiar,Somewhat familiar, ,Somewhat familiar,"Heard of it, but that’s it",Somewhat oppose,Somewhat oppose,Strongly oppose,Somewhat support,"Yes, I have",No,No, ,qualified,1,Independent,Suburban,67,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$50,000 to $74,999",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Not working,WI,2,0,East-North Central,70,1.2239609
337,R_7d6L6lWFPhl8KMY,2/23/2024 20:32:43,2/24/2024 19:05:55,SPLIT A, ,Somewhat familiar,Never heard of this, ,"Heard of it, but that’s it","Heard of it, but that’s it",Strongly support,Strongly support,Strongly support,Strongly support,"Yes, I know someone","Yes, I know someone","Yes, I know someone",No,qualified,1,Republican,Suburban,55,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,5,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,West,Owned or being bought by you or someone in,Working part-time,UT,5,0,Mountain,70,0.8331845
338,R_7pLuAyaWHzLdWSp,2/23/2024 16:21:15,2/23/2024 16:29:18,SPLIT A, ,"Heard of it, but that’s it",Never heard of this, ,Never heard of this,Never heard of this,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat oppose,"Yes, I know someone","Yes, I know someone",No,No,qualified,1,Democrat,Rural,47,Bachelor or higher,Bachelor’s degree,"Black or African American, Non-Hispanic",Female,2,One-family condo or townhouse attached to other units,"$50,000 to $74,999",Never married,Metro area,Midwest,Owned or being bought by you or someone in,Not working,MI,2,0,East-North Central,70,0.6774985
339,R_6GniTdJbESKi4i5,2/23/2024 20:06:53,2/23/2024 20:10:25,SPLIT A, ,Never heard of this,Never heard of this, ,"Heard of it, but that’s it",Never heard of this,Strongly support,Strongly support,Strongly support,Strongly support,"Yes, I have",No,"Yes, I know someone", ,qualified,1,Something else,Suburban,58,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,Northeast,Owned or being bought by you or someone in,Working full-time,NY,2,0,Mid-Atlantic,70,0.7440084
340,R_5HiAZ9hqv4aZUVu,2/23/2024 15:52:18,2/23/2024 15:57:29,SPLIT A, ,Very familiar,Never heard of this, ,"Heard of it, but that’s it",Very familiar,Somewhat support,Strongly oppose,Somewhat support,Somewhat support,No,No,No, ,qualified,1,Democrat,Urban,27,HS,High school graduate (high school diploma or the equivalent GED),"Black or African American, Non-Hispanic",Male,3,One-family condo or townhouse attached to other units,"$50,000 to $74,999",Never married,Metro area,Midwest,Owned or being bought by you or someone in,Working full-time,OH,3,0,East-North Central,70,0.9855588
341,R_3YZmbdjXZwCLQ09,2/24/2024 8:12:32,2/24/2024 8:30:38,SPLIT A, ,Somewhat familiar,Somewhat familiar, ,Never heard of this,Never heard of this,Strongly support,Strongly support,Strongly support,Strongly oppose,Yes,No,No, ,qualified,1,Republican,Suburban,65,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,1,One-family house detached from any other house,"$75,000 to $99,999",Divorced,Metro area,West,Owned or being bought by you or someone in,Working full-time,CA,1,0,Pacific,70,0.7973717
342,R_5pMNFZ7rADe8mZz,2/23/2024 16:21:49,2/23/2024 16:29:07, ,SPLIT B,Somewhat familiar, ,"Heard of it, but that’s it",Never heard of this,"Heard of it, but that’s it",Strongly oppose,Strongly oppose,Strongly oppose,Somewhat oppose,No,No,No, ,qualified,1,Something else,Suburban,81,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,1,One-family house detached from any other house,"$25,000 to $49,999",Widowed,Metro area,Northeast,Owned or being bought by you or someone in,Not working,PA,1,0,Mid-Atlantic,70,0.9350684
343,R_62zBaJeXqj6VZaj,2/23/2024 15:08:26,2/23/2024 15:15:51,SPLIT A, ,Very familiar,Very familiar, ,Very familiar,Very familiar,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Yes,No,No, ,qualified,1,Democrat,Suburban,75,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,Northeast,Owned or being bought by you or someone in,Not working,MA,2,0,New England,70,0.555504
344,R_6DUplHHaSdpIS98,2/23/2024 15:11:43,2/23/2024 15:24:26, ,SPLIT B,Somewhat familiar, ,"Heard of it, but that’s it","Heard of it, but that’s it","Heard of it, but that’s it",Somewhat support,Somewhat oppose,Somewhat oppose,Somewhat support,"Yes, I know someone","Yes, I know someone","Yes, I know someone",No,qualified,1,Republican,Rural,71,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,1,One-family house detached from any other house,"$25,000 to $49,999",Widowed,Non-metro area,South,Owned or being bought by you or someone in,Not working,AL,1,0,East-South Central,70,0.9764541
345,R_1fhjdWNus7ktag1,2/23/2024 17:21:56,2/23/2024 17:29:14, ,SPLIT B,Very familiar, ,Very familiar,Very familiar,Very familiar,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat oppose,Yes,Yes,No,No,qualified,1,Democrat,Urban,74,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Male,1,One-family house detached from any other house,"$50,000 to $74,999",Never married,Metro area,West,Owned or being bought by you or someone in,Not working,CA,1,0,Pacific,70,0.4693356
346,R_5VcJd2Jso9K683n,2/23/2024 19:06:10,2/23/2024 19:12:25, ,SPLIT B,Very familiar, ,Somewhat familiar,Somewhat familiar,"Heard of it, but that’s it",Strongly oppose,Strongly oppose,Strongly oppose,Somewhat oppose,Yes,Yes,Yes,No,qualified,1,Republican,Urban,56,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,South,Owned or being bought by you or someone in,Working full-time,LA,2,0,West-South Central,70,0.5701048
347,R_3nNtllCmPVzZyo8,2/23/2024 14:56:19,2/23/2024 15:00:41,SPLIT A, ,Never heard of this,Never heard of this, ,Somewhat familiar,Never heard of this,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat support,No,Yes,No,No,qualified,1,Democrat,Urban,32,Bachelor or higher,Bachelor’s degree,"Other, Non-Hispanic",Male,2,Building with 2 or more apartments,"$50,000 to $74,999",Never married,Metro area,Northeast,Rented for cash,Working full-time,NY,2,0,Mid-Atlantic,70,0.7069062
348,R_3aBIghHX2t6X7z3,2/23/2024 18:10:42,2/23/2024 18:19:03, ,SPLIT B,"Heard of it, but that’s it", ,Never heard of this,Never heard of this,Never heard of this,Somewhat oppose,Strongly support,Somewhat support,Strongly oppose,No,No,No, ,qualified,1,Independent,Suburban,70,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,1,"Other (mobile home, boat, RV, van, etc.)","$25,000 to $49,999",Now married,Non-metro area,South,Owned or being bought by you or someone in,Working part-time,TN,1,0,East-South Central,70,1.5671242
349,R_1kXn6wWnVlXD8gI,2/24/2024 2:46:18,2/24/2024 2:51:34,SPLIT A, ,"Heard of it, but that’s it","Heard of it, but that’s it", ,Never heard of this,"Heard of it, but that’s it",Skipped,Somewhat support,Skipped,Somewhat support,Yes,No,No, ,qualified,1,Republican,Urban,51,HS,High school graduate (high school diploma or the equivalent GED),Hispanic,Male,3,One-family house detached from any other house,"$100,000 to $149,999",Divorced,Metro area,Northeast,Owned or being bought by you or someone in,Working full-time,NY,3,0,Mid-Atlantic,70,1.0684702
350,R_6VjbqUcttD8rSpj,2/23/2024 16:53:58,2/23/2024 16:58:54,SPLIT A, ,Somewhat familiar,"Heard of it, but that’s it", ,Somewhat familiar,Never heard of this,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,No,No,No, ,qualified,1,Independent,Urban,64,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Female,1,Building with 2 or more apartments,"$100,000 to $149,999",Divorced,Metro area,Northeast,Owned or being bought by you or someone in,Not working,NY,1,0,Mid-Atlantic,70,1.3393325
351,R_6e39JpR3UdcV5zI,2/25/2024 5:26:37,2/25/2024 5:33:30, ,SPLIT B,"Heard of it, but that’s it", ,Never heard of this,"Heard of it, but that’s it",Never heard of this,Somewhat oppose,Somewhat support,Somewhat oppose,Somewhat oppose,"Yes, I know someone",No,"Yes, I know someone", ,qualified,1,Democrat,Suburban,46,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$100,000 to $149,999",Never married,Metro area,Northeast,Owned or being bought by you or someone in,Working full-time,NY,2,0,Mid-Atlantic,70,0.6301717
352,R_1mwnIWyHQpgK742,2/24/2024 9:58:29,2/24/2024 10:06:24,SPLIT A, ,Somewhat familiar,Somewhat familiar, ,"Heard of it, but that’s it",Never heard of this,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,"Yes, I have","Yes, I have",No,No,qualified,1,Democrat,Suburban,66,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$75,000 to $99,999",Now married,Metro area,Northeast,Owned or being bought by you or someone in,Working full-time,NY,2,0,Mid-Atlantic,70,0.8146279
353,R_3Cpt4vRsjQe24SZ,2/24/2024 9:03:19,2/24/2024 9:10:29, ,SPLIT B,Somewhat familiar, ,Somewhat familiar,"Heard of it, but that’s it",Somewhat familiar,Somewhat support,Somewhat support,Somewhat oppose,Somewhat oppose,"Yes, I know someone","Yes, I know someone",No,No,qualified,1,Democrat,Urban,56,Bachelor or higher,Master’s degree or above,"Black or African American, Non-Hispanic",Female,1,Building with 2 or more apartments,"$75,000 to $99,999",Divorced,Metro area,Midwest,Rented for cash,Working full-time,IL,1,0,East-North Central,70,0.8905209
354,R_3JKNXqkSzm2pauF,2/24/2024 11:22:23,2/24/2024 11:27:11,SPLIT A, ,Somewhat familiar,"Heard of it, but that’s it", ,Somewhat familiar,Never heard of this,Somewhat support,Somewhat support,Somewhat support,Somewhat oppose,No,No,Prefer not to answer, ,qualified,1,Republican,Rural,22,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,1,One-family house detached from any other house,"$100,000 to $149,999",Never married,Metro area,South,Owned or being bought by you or someone in,Working full-time,WV,1,0,South Atlantic,70,0.6077356
355,R_38sknHZTtloBCed,2/23/2024 19:02:38,2/23/2024 19:06:26,SPLIT A, ,Never heard of this,"Heard of it, but that’s it", ,Somewhat familiar,Never heard of this,Somewhat oppose,Strongly oppose,Strongly oppose,Somewhat oppose,"Yes, I know someone",No,"Yes, I know someone", ,qualified,1,Republican,Suburban,42,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Female,4,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,West,Owned or being bought by you or someone in,Working full-time,CO,2,2,Mountain,70,0.8171555
356,R_7LGV16Ish14tfuC,2/23/2024 18:44:36,2/23/2024 18:50:06, ,SPLIT B,Never heard of this, ,"Heard of it, but that’s it",Somewhat familiar,"Heard of it, but that’s it",Somewhat oppose,Strongly support,Somewhat support,Strongly support,Yes,Yes,No,No,qualified,1,Independent,Rural,56,Less than HS,No high school diploma or GED,"White, Non-Hispanic",Male,3,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,South,Owned or being bought by you or someone in,Not working,AR,3,0,West-South Central,70,1.2738335
357,R_6hDXyzf6pF6Cjqd,2/23/2024 17:32:12,2/23/2024 17:40:33, ,SPLIT B,Somewhat familiar, ,Somewhat familiar,"Heard of it, but that’s it",Never heard of this,Strongly support,Strongly support,Somewhat oppose,Strongly support,No,No,"Yes, I know someone", ,qualified,1,Republican,Rural,70,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$25,000 to $49,999",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Working part-time,MI,2,0,East-North Central,70,0.8403115
